,Class,Permission,apk
1915,SMS,"['android.permission.UPDATE_DEVICE_STATS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.WRITE_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'com.android.alarm.permission.SET_ALARM', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",eaf4bf1093985de861d65ca424016b8fcf852ecc1b3f2ea463424c544ab8a120.a2ba8f4ced30916a5ee9f0b38a1acc6d
1916,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.READ_CONTACTS', 'android.permission.WRITE_SMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.CHANGE_NETWORK_STATE']",eb09a744db939d2690240be0ba097d42facae8a003ba0d03edab1bb75e472030.5d25ac721ac5d387a0ee5250f704da9b
1917,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",eb136c0baa99d994eed8189c4eb9e94e033fb7734391e91ea8b50c372c8f01e9.a4892d6502d093b03b2c1f296e86b5cb
1918,SMS,"['android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.DELETE_PACKAGES', 'android.permission.SEND_SMS']",eb1775c496346b614cde89c510b24d34f0732d92d7014e498b008a60f876f400.7d5309a6c9b3cbe515a8efbd2a31c692
1919,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.CHANGE_COMPONENT_ENABLED_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",eb1803d0f762ada3711c854f859410ed17beb9cdea70aabd6a1db6df5af60759.f5d973d5ade971e376ec10cc9e967467
1920,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SMS', 'android.permission.SEND_SMS']",eb21a2e984a1433b36e59df9f89cdfb3cde8abf9174ce375325947bceffda3ea.ff6a9198e028eddc65fc87210b548ed1
1921,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",eb4c8377056607b47c42cdbf1233d0ef6bc60ce36d27c1f3a8940811e25b9cf3.48abb9da11ee38ad748d2b1f518ade55
1922,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'ru.android.apps.permission.C2D_MESSAGE', 'android.permission.CALL_PHONE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_SMS', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_SETTINGS']",eb5c238eef7a4dc8ffe7b96ee8623d47eb1d1a5a74794e5e4b4e973b4ab61328.81ee8b26fd28ee98b2e6245ca8b3b056
1923,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_PHONE_STATE']",eb6364bb99b5d6fedc6ef89eaf366237f91ce3a24e002af56008a3f5d169fe95.7c1ff02e5c2919bce953a3ac1d4157fa
1924,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.CALL_PHONE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_SMS', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_SETTINGS']",eb7179db4c7cbfbf614152382ad39390d48c3f4c0dbcd0f72b395e66f3327add.6f237f6d7a629a0ebf1fa27996ac3f1b
1925,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_PHONE_STATE']",eb80146ecfe69e24f4f74782cb723dd482454a574f8ed3e2907e11da272fcf61.19626b75bed728bf4793930df0297da1
1926,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",eb909ba49052024683023a088a183262e09afdbb75b9a4ed4c94c1f964da7d42.0670c38d29b6eef9f940e5a0615bdfc5
1927,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",eb9ed8e1150fba16097550d5eea57ff74e76a3f4eb970d883fe1f94c45cacfbf.af420bb0aa043334018a379677ef199d
1928,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",eba20e51874d72a426f9bcdbdcc0b87f36b7fe62d176f28b99b0e1d75300b7a5.17f85a6a495558b4491502a3b3fcf9eb
1929,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.CHANGE_COMPONENT_ENABLED_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",eba3da545677d02ca6badcc1f4f91fb01ba8a582e07b1b37414e27a0724e473f.e2556900f1bd16f3a94bbe9644b822ac
1930,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",eba77c46b5c6d28e4234f7c8200d1f0b857af30930830388e6214554db38aa4e.2d1ab0bda09079a3b3923d4b8d611d9b
1931,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_COARSE_UPDATES', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_SMS', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'com.android.alarm.permission.SET_ALARM']",eba8eeb11ec83ade149a7230245d9dbf8e005966622dca9acbd5aee698e449e9.08f7d6c5cbf52a8c7d0e04a267aba333
1932,SMS,['android.permission.SEND_SMS'],ebbac34adfcc1a3b544b61af0c930e07fc344b5460bde15fb030ea936def5c07.a605410e4bca2aa67757b1d1454394fd
1933,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ebd0e5816b4cd4252a94a7700a3431a5fc0e1d6fe1eb36a198064afcb533ab82.0beb3eafa78c5f43e1bd4414b51dac2b
1934,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",ebde6690dee2e0121cf0b5602d9e26d54f1208880309b0701abdd6e1a8bc0699.61096c486983f299d6e16fbcaf316eeb
1935,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ebe3ffd509f677d4ef65a73aedf02f67eacc4535b4066117402f45ef66a44531.ae1bbad09466168414e9bbc65f37033a
1936,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.INSTALL_PACKAGES', 'android.permission.BATTERY_STATS', 'android.permission.BLUETOOTH', 'android.permission.CAMERA', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",ebf1ff9959f32bba2df01a0d7464d3005d2abfcc64dbcf3a17868b315c0cf2af.91b675458cdfe2da61fb96f876cd368f
1937,SMS,"['com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_UPDATES', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",ec06c6f995ae0702802a14336bf563c6c1c196f06e7d8488ef16d2bc94d42c8b.194f4aa4b36a9407e7cb85a4d2d51c08
1938,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ec32a307b9c9e0c89a9f99331bef3585bdff4330b055e39c2e31ecf976406cec.637c0866928114d04e52724858ab424d
1939,SMS,"['android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.INTERNET', 'android.permission.GET_PACKAGE_SIZE', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.BLUETOOTH', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.READ_CONTACTS', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BIND_ACCESSIBILITY_SERVICE', 'android.permission.SEND_SMS', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CAPTURE_AUDIO_OUTPUT', 'android.permission.CHANGE_NETWORK_STATE']",ec3aa2f06ab5b044ed53d00fefadb4af85ff2874c7b1e97b986d609d9970ea33.c1fd51bfed4d92cc7eefdc9886c7a6c8
1940,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ec58d0b3747b29194e21f0db6cb6c377a9a767d3c03ebc3a3cca292ea7016ce7.90fb02e73bcf3198204d5018dd49b8e4
1941,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.CHANGE_COMPONENT_ENABLED_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ec5b92882fd992896f75cabc5ccb7e514964b9e96b06bf26675916c89c9eaf6f.72800852d3570a1f288902a3d37827b1
1942,SMS,"['android.permission.SEND_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",ec657c09bd894ddbbe9196f02aaa902a71a8cd95885c018c21e2a43c4e853b1a.22054c19a966c64c41a6bcadd3e9aa79
1943,SMS,"['android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.INTERNET', 'android.permission.GET_PACKAGE_SIZE', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.BLUETOOTH', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.READ_CONTACTS', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BIND_ACCESSIBILITY_SERVICE', 'android.permission.SEND_SMS', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CAPTURE_AUDIO_OUTPUT', 'android.permission.CHANGE_NETWORK_STATE']",ec6878c6299261fac58d938970ec5bde6b2eefabd168fa3f7a1328ec298e2e13.cb97c9de8c881aabd39738c9813a6439
1944,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_PHONE_STATE']",ec6b620223ab0c19119d9f93f9b1c897d0f4b9d35711b01f50d38dd00875806a.fc56cb11cf1a01a87809f2b0d9eb65fb
1945,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ec75b430e291dae869e958e1cfdcec1007804953c13bf217a8ddb58e441b29e8.76818b05d69f2a3a48695aa487f9cfac
1946,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.CALL_PHONE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_SMS', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'com.android.apps.permission.C2D_MESSAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_SETTINGS']",ec7e7cc28614a76fe740ba50d3a2a701bda1874efe36800808b805ddaff9d00d.560e88c3d2041587cb50548d48ba0440
1947,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_PHONE_STATE']",ec8abc97b95164a46c4f5071aa1eaeb591757208bc7be7c9b34c8bf35e718022.e72aba32a406a69ad48d8563812bd2da
1948,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ec9d3d00ac5b1da4cc453e61f7b09376c1e2f4706b75f7e15b713f3c4b63b9c6.802be47810a550831eb793b2b98330e2
1949,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ecaa39a2b8321455518e36edf111dc2c77c59917e21ecd41a8ef5d325a3200bc.eef4552d5f12838020858cb607ad1ed8
1950,SMS,"['android.permission.SEND_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",ecb22e859c8f05705a3af7d4a152bb3fc0ef8ac48aa2490d66993a1ec72dbb39.a51aad583c3b2628e7214fc09701d85a
1951,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ecb3a1e9cb613aca2f348e13f6a3ac750ff3b44b9dc60cdbc2e518b3d0495acd.8d4ccf69178a7f50623c9e664b2c1058
1952,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.RESTART_PACKAGES', 'android.permission.INSTALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",ecc9097cb248ea48228b22148545a3879b1eacdba38def33de60e07d1fa95151.403441f1fdfe6d19c80e3cace69dcad7
1953,SMS,"['android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.NFC', 'android.permission.SET_ACTIVITY_WATCHER', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.INTERNAL_SYSTEM_WINDOW', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.CHANGE_WIFI_MULTICAST_STATE', 'android.permission.BATTERY_STATS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.INSTALL_PACKAGES', 'android.permission.BIND_DEVICE_ADMIN', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.MANAGE_APP_TOKENS', 'android.permission.SET_POINTER_SPEED', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SET_ORIENTATION', 'android.permission.BROADCAST_WAP_PUSH', 'android.permission.CHANGE_NETWORK_STATE']",ece3cade560b2a91163496c7c7f402d6491b907b5c09864b649c9093f17a409a.6f60702a8a61aab91fa041a628a201e6
1954,SMS,"['android.permission.SEND_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",ecf204749b5b068ca1d9c9ba1a2f78869f56b3a34aabe99b02c15dc8f1ebef07.d57d38e67ec183cbfc01b5628436bffc
1955,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.CHANGE_COMPONENT_ENABLED_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ecfd3bdc884c4afdfc2c61d2e49d1f5a21600d5112016ad2a78c2ec55687401d.8b96154469e99b9c1668a59d37c3dc6a
1956,SMS,"['android.permission.SEND_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",ecfebfbbc574d926d4158b40472c6b088a48bf99eb69217218f6c76d912ff993.c3920caa0e29253ad63b87f8272b9137
1957,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_COARSE_UPDATES', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_SMS', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'com.android.alarm.permission.SET_ALARM']",ed13c09b1cb3e8f82f70ac2f59d521a2da3f33f39698b6684248c9afdbf086f8.87327f6d518cda21f2fa1fe41465f560
1958,SMS,"['android.permission.SEND_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE']",ed1792c8271e5945b8a038247fe7cacd536739f950f6ebf6039aea6b7c8f6690.60396460e20952e3a78f2c254daf3cfd
1959,SMS,"['android.permission.UPDATE_DEVICE_STATS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.WRITE_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'com.android.alarm.permission.SET_ALARM', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",ed1a11a27aa9f03fbde763628a26995da37e956fffb99675b5fcc05bbc0860d7.840a47424a3756a553122bab5b85ee5c
1960,SMS,"['android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'com.google.android.c2dm.permission.RECEIVE', 'com.software.android.install.permission.C2D_MESSAGE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ed1d4cb2eb94de1f96ab8b8963320093ad733b0b137624f3d7c65520aea0932a.d82fed2ffcd1db01535cdca768d4d3d0
1961,SMS,"['android.permission.RECEIVE_SMS', 'com.software.application.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",ed2345137f4cbc27efffd8e31a4060350fddf1d60b64c34b06faa29b4581fae7.a98bc7bf2138a33de0f8320b7026862c
1962,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_SETTINGS']",ed425afb47ab6c8ee2ab79f0db1cc6c1f44b4b8dd601cfd7fbafb8090754ed60.986dbf0f1dd6fa5efbd84e94995d9f44
1963,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_COARSE_UPDATES', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'com.android.alarm.permission.SET_ALARM']",ed67960336dc25c0325904e7cb20927b1c3c5ee8f26796e591fc05c35f9335c5.6931d4f31d24d41ff9ddc8acbe98a809
1964,SMS,"['android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.CALL_PHONE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.READ_SMS', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'com.apps.android.permission.C2D_MESSAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.READ_SETTINGS']",ed696ccf4fe4fdc74ce9119554d65a87a531ceb3423ae9a83c98a9a765e817d5.6d55cbb6d3bf774d651666c0432de3cf
1965,SMS,"['android.permission.RECEIVE_WAP_PUSH', 'android.permission.CALL_PHONE', 'android.permission.READ_SMS', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",ed6fe7b4b2b89dbb5177d01e190abfb36c29a24f6181d0ab53f0fbbf12543308.00bff75c15d5745977f886716d63458d
