,Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit
36671,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Korea,774,774,365.07,129,2.83,6,408.93
36672,2005,Outdoor Protection,First Aid,Calamine Relief,Special,China,,,,,,,
36673,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Singapore,,,,,,,
36674,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Australia,294,294,138.67,49,2.83,6,155.33
36675,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Netherlands,,,,,,,
36676,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Sweden,,,,,,,
36677,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Finland,,,,,,,
36678,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Denmark,,,,,,,
36679,2005,Outdoor Protection,First Aid,Calamine Relief,Special,France,,,,,,,
36680,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Germany,,,,,,,
36681,2005,Outdoor Protection,First Aid,Calamine Relief,Special,United Kingdom,,,,,,,
36682,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Belgium,,,,,,,
36683,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Switzerland,276,276,130.18,46,2.83,6,145.82
36684,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Austria,,,,,,,
36685,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Italy,,,,,,,
36686,2005,Outdoor Protection,First Aid,Calamine Relief,Special,Spain,,,,,,,
36687,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,United States,564,564,266.02,94,2.83,6.0,297.98
36688,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Canada,,,,,,,
36689,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Mexico,,,,,,,
36690,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Brazil,,,,,,,
36691,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Japan,486,486,229.23,81,2.83,6,256.77
36692,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Korea,,,,,,,
36693,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,China,,,,,,,
36694,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Singapore,,,,,,,
36695,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Australia,,,,,,,
36696,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Netherlands,,,,,,,
36697,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Sweden,,,,,,,
36698,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Finland,,,,,,,
36699,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Denmark,,,,,,,
36700,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,France,,,,,,,
36701,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Germany,666,666,314.13,111,2.83,6,351.87
36702,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,United Kingdom,,,,,,,
36703,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Belgium,,,,,,,
36704,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Switzerland,,,,,,,
36705,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Austria,,,,,,,
36706,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Italy,,,,,,,
36707,2005,Outdoor Protection,First Aid,Calamine Relief,Mail,Spain,,,,,,,
36708,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,United States,,,,,,,
36709,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Canada,1248,1248,588.64,208,2.83,6,659.36
36710,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Mexico,,,,,,,
36711,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Brazil,,,,,,,
36712,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Japan,2484,2484,1171.62,414,2.83,6,1312.38
36713,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Korea,,,,,,,
36714,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,China,,,,,,,
36715,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Singapore,,,,,,,
36716,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Australia,,,,,,,
36717,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Netherlands,,,,,,,
36718,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Sweden,426,426,200.93,71,2.83,6,225.07
36719,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Finland,,,,,,,
36720,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Denmark,,,,,,,
36721,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,France,,,,,,,
36722,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Germany,2760,2760,1301.8,460,2.83,6,1458.2
36723,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,United Kingdom,,,,,,,
36724,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Belgium,,,,,,,
36725,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Switzerland,,,,,,,
36726,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Austria,,,,,,,
36727,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Italy,1560,1560,735.8,260,2.83,6,824.2
36728,2005,Outdoor Protection,First Aid,Calamine Relief,E-mail,Spain,,,,,,,
36729,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,United States,582,582,274.51,97,2.83,6.0,307.49
36730,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Canada,,,,,,,
36731,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Mexico,,,,,,,
36732,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Brazil,,,,,,,
36733,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Japan,,,,,,,
36734,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Korea,,,,,,,
36735,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,China,,,,,,,
36736,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Singapore,576,576,271.68,96,2.83,6,304.32
36737,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Australia,,,,,,,
36738,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Netherlands,,,,,,,
36739,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Sweden,,,,,,,
36740,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Finland,,,,,,,
36741,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Denmark,,,,,,,
36742,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,France,468,468,220.74,78,2.83,6,247.26
36743,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Germany,,,,,,,
36744,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,United Kingdom,,,,,,,
36745,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Belgium,,,,,,,
36746,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Switzerland,,,,,,,
36747,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Austria,,,,,,,
36748,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Italy,,,,,,,
36749,2005,Outdoor Protection,First Aid,Calamine Relief,Fax,Spain,,,,,,,
36750,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,United States,7065.73,7065.73,2593.92,1351,1.92,5.23,4471.81
36751,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Canada,,,,,,,
36752,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Mexico,,,,,,,
36753,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Brazil,,,,,,,
36754,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Japan,575.3,575.3,211.2,110,1.92,5.23,364.1
36755,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Korea,1563.77,1563.77,574.08,299,1.92,5.23,989.69
36756,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,China,,,,,,,
36757,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Singapore,1945.56,1945.56,714.24,372,1.92,5.23,1231.32
36758,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Australia,1453.94,1453.94,533.76,278,1.92,5.23,920.18
36759,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Netherlands,638.06,638.06,234.24,122,1.92,5.23,403.82
36760,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Sweden,,,,,,,
36761,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Finland,,,,,,,
36762,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Denmark,,,,,,,
36763,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,France,4016.64,4016.64,1474.56,768,1.92,5.23,2542.08
36764,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Germany,,,,,,,
36765,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,United Kingdom,1265.66,1265.66,464.64,242,1.92,5.23,801.02
36766,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Belgium,,,,,,,
36767,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Switzerland,,,,,,,
36768,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Austria,711.28,711.28,261.12,136,1.92,5.23,450.16
36769,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Italy,,,,,,,
36770,2005,Outdoor Protection,First Aid,Aloe Relief,Telephone,Spain,700.82,700.82,257.28,134,1.92,5.23,443.54
36771,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,United States,2196.6,2196.6,806.4,420,1.92,5.23,1390.2
36772,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Canada,,,,,,,
36773,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Mexico,3943.42,3943.42,1447.68,754,1.92,5.23,2495.74
36774,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Brazil,,,,,,,
36775,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Japan,,,,,,,
36776,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Korea,862.95,862.95,316.8,165,1.92,5.23,546.15
36777,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,China,,,,,,,
36778,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Singapore,,,,,,,
36779,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Australia,1746.82,1746.82,641.28,334,1.92,5.23,1105.54
36780,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Netherlands,,,,,,,
36781,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Sweden,,,,,,,
36782,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Finland,1302.27,1302.27,478.08,249,1.92,5.23,824.19
36783,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Denmark,852.49,852.49,312.96,163,1.92,5.23,539.53
36784,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,France,2060.62,2060.62,756.48,394,1.92,5.23,1304.14
36785,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Germany,2479.02,2479.02,910.08,474,1.92,5.23,1568.94
36786,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,United Kingdom,,,,,,,
36787,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Belgium,,,,,,,
36788,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Switzerland,313.8,313.8,115.2,60,1.92,5.23,198.6
36789,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Austria,,,,,,,
36790,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Italy,611.91,611.91,224.64,117,1.92,5.23,387.27
36791,2005,Outdoor Protection,First Aid,Aloe Relief,Sales visit,Spain,,,,,,,
36792,2005,Outdoor Protection,First Aid,Aloe Relief,Web,United States,17755.85,17755.85,6518.4,3395,1.92,5.23,11237.45
36793,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Canada,7212.17,7212.17,2647.68,1379,1.92,5.23,4564.49
36794,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Mexico,2949.72,2949.72,1082.88,564,1.92,5.23,1866.84
36795,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Brazil,5114.94,5114.94,1877.76,978,1.92,5.23,3237.18
36796,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Japan,7939.14,7939.14,2914.56,1518,1.92,5.23,5024.58
36797,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Korea,7688.1,7688.1,2822.4,1470,1.92,5.23,4865.7
36798,2005,Outdoor Protection,First Aid,Aloe Relief,Web,China,13289.43,13289.43,4878.72,2541,1.92,5.23,8410.71
36799,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Singapore,4173.54,4173.54,1532.16,798,1.92,5.23,2641.38
36800,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Australia,1082.61,1082.61,397.44,207,1.92,5.23,685.17
36801,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Netherlands,5235.23,5235.23,1921.92,1001,1.92,5.23,3313.31
36802,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Sweden,1176.75,1176.75,432,225,1.92,5.23,744.75
36803,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Finland,6736.24,6736.24,2472.96,1288,1.92,5.23,4263.28
36804,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Denmark,2782.36,2782.36,1021.44,532,1.92,5.23,1760.92
36805,2005,Outdoor Protection,First Aid,Aloe Relief,Web,France,5141.09,5141.09,1887.36,983,1.92,5.23,3253.73
36806,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Germany,4450.73,4450.73,1633.92,851,1.92,5.23,2816.81
36807,2005,Outdoor Protection,First Aid,Aloe Relief,Web,United Kingdom,9816.71,9816.71,3603.84,1877,1.92,5.23,6212.87
36808,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Belgium,5517.65,5517.65,2025.6,1055,1.92,5.23,3492.05
36809,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Switzerland,3467.49,3467.49,1272.96,663,1.92,5.23,2194.53
36810,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Austria,3734.22,3734.22,1370.88,714,1.92,5.23,2363.34
36811,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Italy,4785.45,4785.45,1756.8,915,1.92,5.23,3028.65
36812,2005,Outdoor Protection,First Aid,Aloe Relief,Web,Spain,4785.45,4785.45,1756.8,915,1.92,5.23,3028.65
36813,2005,Outdoor Protection,First Aid,Aloe Relief,Special,United States,,,,,,,
36814,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Canada,,,,,,,
36815,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Mexico,716.51,716.51,263.04,137,1.92,5.23,453.47
36816,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Brazil,,,,,,,
36817,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Japan,,,,,,,
36818,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Korea,,,,,,,
36819,2005,Outdoor Protection,First Aid,Aloe Relief,Special,China,,,,,,,
36820,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Singapore,,,,,,,
36821,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Australia,,,,,,,
36822,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Netherlands,,,,,,,
36823,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Sweden,,,,,,,
36824,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Finland,,,,,,,
36825,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Denmark,,,,,,,
36826,2005,Outdoor Protection,First Aid,Aloe Relief,Special,France,,,,,,,
36827,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Germany,,,,,,,
36828,2005,Outdoor Protection,First Aid,Aloe Relief,Special,United Kingdom,,,,,,,
36829,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Belgium,,,,,,,
36830,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Switzerland,,,,,,,
36831,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Austria,,,,,,,
36832,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Italy,,,,,,,
36833,2005,Outdoor Protection,First Aid,Aloe Relief,Special,Spain,,,,,,,
36834,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,United States,1406.87,1406.87,516.48,269,1.92,5.23,890.39
36835,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Canada,1009.39,1009.39,370.56,193,1.92,5.23,638.83
36836,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Mexico,,,,,,,
36837,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Brazil,,,,,,,
36838,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Japan,549.15,549.15,201.6,105,1.92,5.23,347.55
36839,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Korea,,,,,,,
36840,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,China,,,,,,,
36841,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Singapore,,,,,,,
36842,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Australia,,,,,,,
36843,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Netherlands,308.57,308.57,113.28,59,1.92,5.23,195.29
36844,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Sweden,,,,,,,
36845,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Finland,,,,,,,
36846,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Denmark,,,,,,,
36847,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,France,,,,,,,
36848,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Germany,,,,,,,
36849,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,United Kingdom,,,,,,,
36850,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Belgium,,,,,,,
36851,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Switzerland,,,,,,,
36852,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Austria,,,,,,,
36853,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Italy,,,,,,,
36854,2005,Outdoor Protection,First Aid,Aloe Relief,Mail,Spain,502.08,502.08,184.32,96,1.92,5.23,317.76
36855,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,United States,,,,,,,
36856,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Canada,2824.2,2824.2,1036.8,540,1.92,5.23,1787.4
36857,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Mexico,,,,,,,
36858,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Brazil,,,,,,,
36859,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Japan,3823.13,3823.13,1403.52,731,1.92,5.23,2419.61
36860,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Korea,,,,,,,
36861,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,China,,,,,,,
36862,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Singapore,,,,,,,
36863,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Australia,,,,,,,
36864,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Netherlands,,,,,,,
36865,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Sweden,,,,,,,
36866,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Finland,,,,,,,
36867,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Denmark,,,,,,,
36868,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,France,,,,,,,
36869,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Germany,3613.93,3613.93,1326.72,691,1.92,5.23,2287.21
36870,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,United Kingdom,,,,,,,
36871,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Belgium,,,,,,,
36872,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Switzerland,,,,,,,
36873,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Austria,,,,,,,
36874,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Italy,1746.82,1746.82,641.28,334,1.92,5.23,1105.54
36875,2005,Outdoor Protection,First Aid,Aloe Relief,E-mail,Spain,,,,,,,
36876,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,United States,711.28,711.28,261.12,136,1.92,5.23,450.16
36877,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Canada,,,,,,,
36878,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Mexico,,,,,,,
36879,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Brazil,,,,,,,
36880,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Japan,,,,,,,
36881,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Korea,,,,,,,
36882,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,China,,,,,,,
36883,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Singapore,2159.99,2159.99,792.96,413,1.92,5.23,1367.03
36884,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Australia,,,,,,,
36885,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Netherlands,538.69,538.69,197.76,103,1.92,5.23,340.93
36886,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Sweden,,,,,,,
36887,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Finland,,,,,,,
36888,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Denmark,,,,,,,
36889,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,France,,,,,,,
36890,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Germany,,,,,,,
36891,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,United Kingdom,,,,,,,
36892,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Belgium,,,,,,,
36893,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Switzerland,,,,,,,
36894,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Austria,,,,,,,
36895,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Italy,,,,,,,
36896,2005,Outdoor Protection,First Aid,Aloe Relief,Fax,Spain,,,,,,,
36897,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,United States,6654,6654,3060.84,1109,2.76,6.0,3593.16
36898,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Canada,834,834,383.64,139,2.76,6.0,450.36
36899,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Mexico,,,,,,,
36900,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Brazil,,,,,,,
36901,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Japan,2250,2250,1035,375,2.76,6.0,1215.0
36902,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Korea,402,402,184.92,67,2.76,6.0,217.08
36903,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,China,3300,3300,1518,550,2.76,6.0,1782.0
36904,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Singapore,1704,1704,783.84,284,2.76,6.0,920.16
36905,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Australia,444,444,204.24,74,2.76,6.0,239.76
36906,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Netherlands,4056,4056,1865.76,676,2.76,6.0,2190.24
36907,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Sweden,,,,,,,
36908,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Finland,,,,,,,
36909,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Denmark,,,,,,,
36910,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,France,4008,4008,1843.68,668,2.76,6.0,2164.32
36911,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Germany,,,,,,,
36912,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,United Kingdom,366,366,168.36,61,2.76,6.0,197.64
36913,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Belgium,,,,,,,
36914,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Switzerland,162,162,74.52,27,2.76,6.0,87.48
36915,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Austria,1482,1482,681.72,247,2.76,6.0,800.28
36916,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Italy,,,,,,,
36917,2005,Outdoor Protection,First Aid,Insect Bite Relief,Telephone,Spain,3414,3414,1570.44,569,2.76,6.0,1843.56
36918,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,United States,2136,2136,982.56,356.0,2.76,6.0,1153.44
36919,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Canada,,,,,,,
36920,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Mexico,6402,6402,2944.92,1067,2.76,6.0,3457.08
36921,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Brazil,,,,,,,
36922,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Japan,,,,,,,
36923,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Korea,438,438,201.48,73,2.76,6.0,236.52
36924,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,China,1878,1878,863.88,313,2.76,6.0,1014.12
36925,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Singapore,,,,,,,
36926,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Australia,1956,1956,899.76,326,2.76,6.0,1056.24
36927,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Netherlands,,,,,,,
36928,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Sweden,,,,,,,
36929,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Finland,1368,1368,629.28,228,2.76,6.0,738.72
36930,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Denmark,768,768,353.28,128,2.76,6.0,414.72
36931,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,France,1680,1680,772.8,280,2.76,6.0,907.2
36932,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Germany,750,750,345,125,2.76,6.0,405.0
36933,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,United Kingdom,,,,,,,
36934,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Belgium,1296,1296,596.16,216,2.76,6.0,699.84
36935,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Switzerland,1194,1194,549.24,199,2.76,6.0,644.76
36936,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Austria,126,126,57.96,21,2.76,6.0,68.04
36937,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Italy,336,336,154.56,56,2.76,6.0,181.44
36938,2005,Outdoor Protection,First Aid,Insect Bite Relief,Sales visit,Spain,,,,,,,
36939,2005,Outdoor Protection,First Aid,Insect Bite Relief,Web,United States,22757.64,22818,10496.28,3803,2.76,6.0,12261.36
36940,2005,Outdoor Protection,First Aid,Insect Bite Relief,Web,Canada,8514,8514,3916.44,1419,2.76,6.0,4597.56
36941,2005,Outdoor Protection,First Aid,Insect Bite Relief,Web,Mexico,3528,3528,1622.88,588,2.76,6.0,1905.12
36942,2005,Outdoor Protection,First Aid,Insect Bite Relief,Web,Brazil,5472,5472,2517.12,912,2.76,6.0,2954.88
